trial,fast_type,fast_len,slow_type,slow_len,gate,exit,nR,mR,pfR,tR,nH,mH,pfH,tH
1779,ema,8,dema,173,state,cross,53.0,0.015209251035071099,1.3505641755231048,0.8180276553745799,54.0,-0.009026316616638021,0.8326619111168934,-0.5146162444845299
1780,dema,27,sma,201,state,cross,44.0,-0.038102682689016426,0.5097372303688081,-1.7605222386083021,45.0,-0.049758619065156315,0.368139926511343,-2.5612006919507406
1781,dema,17,hull,180,1.5,off,16.0,0.022063099149118102,1.4469969545528256,0.567433938899639,12.0,0.013500281261364197,1.2123646163124446,0.2772697579286593
1782,wma,33,wma,193,18.0,cross,11.0,0.039100266331448225,2.2642054799770777,0.9583917463525118,16.0,-0.022054589622749043,0.6765225958289516,-0.6186514826382506
1783,tema,10,ema,201,state,cross,52.0,-0.02238001978212228,0.6469144847775387,-1.2183306015020352,55.0,-0.026908740065248744,0.5809839730568689,-1.557169074827657
1784,tema,5,tema,227,state,cross,59.0,0.03568585860840624,2.515160299492091,2.4119365146362313,54.0,-0.003567595368055568,0.9262109710608951,-0.21995840674091757
1785,tema,7,tema,174,state,state,62.0,0.039133421698581396,2.94293072021585,2.765764671142084,53.0,0.006132773845799165,1.1387090525590131,0.36850384350363136
1786,dema,9,hull,208,10.0,state,42.0,0.006297075838559006,1.1795094151227696,0.36536565268475113,35.0,0.021592792442312058,1.5035180202641938,0.9558350789881523
1787,tema,2,linreg,218,state,cross,61.0,0.016408281525467003,1.5271807665619541,1.1350582268885563,53.0,-0.007498912493925761,0.8607102006484686,-0.43972918846035947
1788,tema,7,tema,183,state,cross,61.0,0.04022118154652983,3.0085083958127012,2.8047179502159656,53.0,0.005492494672696949,1.1224540957483993,0.329130916885055
1789,hull,7,tema,171,14.5,state,51.0,0.04834160088808773,4.9402899334908845,3.3512328167284364,46.0,-0.0010674129653875663,0.9720412675227895,-0.06789755738741336
1790,hull,11,tema,196,12.5,cross,42.0,0.014887706582059814,1.4680024841425816,0.8247657137516885,38.0,-0.0275374455377257,0.5212554384155971,-1.4685830299801432
1791,hull,8,tema,183,11.5,state,44.0,0.03647415474765394,3.7686865004954293,2.4755150823429033,42.0,-0.00795228118871015,0.8206107240462404,-0.4530915988407401
1792,hull,6,tema,173,14.5,state,50.0,0.03587114886486243,3.471929817110221,2.5588675470925684,45.0,-0.014852933670026049,0.667468554599104,-0.9840515292243329
1793,hull,9,ema,201,12.5,cross,29.0,-0.004372055444549638,0.9020496980425995,-0.19725093937949992,29.0,-0.0064609244968772935,0.8748733718930093,-0.2714546723747787
1794,hull,7,tema,189,15.5,state,52.0,0.037209620835235886,3.443280647403463,2.6465666979869016,46.0,-0.00805048540254645,0.8216260411059546,-0.4884728729686107
1795,wma,29,tema,186,state,cross,47.0,0.03341819470379051,2.0308806055079818,1.7332018546533765,47.0,-0.002436559673710081,0.9512967039497637,-0.1250342228620607
1796,sma,5,tema,171,state,off,52.0,0.016737823474644156,1.390608665017778,0.864126440237757,49.0,0.011880260861209415,1.263149729642705,0.6026866453836351
1797,tema,19,dema,195,state,state,52.0,-0.005401564987487341,0.8920556747926265,-0.2978802712931147,56.0,-0.009224456713151072,0.83481784622554,-0.5307518494542708
1798,sma,50,tema,184,14.5,state,5.0,0.08741739803892906,inf,2.05930256445542,8.0,0.009896038770036239,1.5906055312337346,0.3477625273966561
1799,hull,5,tema,208,state,cross,63.0,0.035793096557009414,2.5999089584015094,2.576495465322267,55.0,-0.009608345961829428,0.8116837250209817,-0.6111497707548788
1800,wma,2,linreg,584,state,off,50.0,-0.006073381068588484,0.899043125126997,-0.28746812609805206,51.0,-0.023172305557344675,0.6717917063219376,-1.124366641868845
1801,hull,35,hull,182,12.0,off,34.0,0.02672601573238996,1.8845521528444187,1.2383026656971508,26.0,0.01670108173314522,1.348500120976224,0.5877635806243904
1802,tema,10,tema,168,state,cross,59.0,0.04083448605650251,2.905467641600557,2.7289272887174327,53.0,0.005167017498162809,1.1126736086048958,0.2995766684357454
1803,ema,25,tema,192,state,cross,50.0,0.03828633354178596,2.2282937306471897,2.0488075690018794,47.0,-0.008979487933102494,0.8296993515114895,-0.46621731707197345
1804,ema,38,tema,196,state,off,44.0,0.03059335211800459,1.7715741278288741,1.4166614805446525,44.0,-0.01591553412539699,0.7277413908857944,-0.7676840394783133
1805,hull,6,tema,212,14.0,state,45.0,0.034079762266576316,2.9115322472385876,2.233506751083154,45.0,-0.01500438192220565,0.6936604986559545,-0.9076430765218438
1806,hull,8,tema,171,13.0,state,44.0,0.03586879713234068,3.597319749866006,2.4056638625341864,44.0,0.005101590723759677,1.151329863555298,0.3211985338306843
1807,hull,7,tema,205,10.5,state,39.0,0.035157557260018346,3.2801120586155665,2.21010847308873,41.0,-0.012811913680652534,0.7474900204952369,-0.705876737897138
1808,sma,35,tema,184,state,cross,36.0,0.022048441639870426,1.4898603254768232,0.9137151309695889,41.0,0.011555198267189861,1.2604128605463993,0.5473659615673353
1809,tema,3,tema,168,state,state,63.0,0.025823660515670352,1.989517137921496,1.8727103267378906,54.0,-0.0059323655730530575,0.8775395886694517,-0.3756737499713091
1810,dema,53,wma,189,state,off,40.0,-0.019779885985227147,0.7288063852210048,-0.8000006853201386,43.0,-0.05243691869609154,0.3654562187373916,-2.5184518109902783
1811,hull,2,tema,229,15.0,state,56.0,0.026797983398250808,2.247941982641552,1.9873393939979405,52.0,-0.007989297028647346,0.7908555992341438,-0.5899287011370573
1812,wma,18,ema,457,11.0,state,12.0,0.02537012129642249,1.6485313464518847,0.6387568178086391,13.0,0.0027523776174122228,1.0693471403858288,0.08128692313792511
1813,linreg,5,linreg,202,state,state,60.0,0.026926033180369124,2.09180122913613,1.916845157252689,52.0,-0.010248223349002482,0.8128425373991809,-0.5939782270885202
1814,tema,5,linreg,220,16.0,off,38.0,0.024705279620328886,1.5922574679532242,1.0677585403131358,43.0,-0.01625543118064386,0.7278689317279634,-0.7674806275179996
1815,ema,30,sma,179,16.5,off,11.0,-0.022951088647611115,0.6977122752538998,-0.4633195538486226,13.0,-0.017114714662472216,0.7687597054265052,-0.3801589314004247
1816,sma,52,ema,192,13.5,cross,6.0,-0.050710491139460585,0.011629188206167018,-1.5210648013126136,7.0,0.09183089593081266,8.268830694161396,2.084564772115307
1817,tema,37,wma,180,11.5,cross,23.0,0.01275029027893077,1.3350185736557572,0.471782377543266,20.0,-0.04746990512599497,0.3720514248077074,-1.6686911061416796
1818,dema,6,ema,249,15.5,off,27.0,-0.001467459358125586,0.971865487913349,-0.053679049056770504,24.0,-0.034978303360894476,0.5275987178399132,-1.1922915079885203
1819,wma,2,sma,215,state,state,56.0,-0.013618336876435535,0.7527654502749579,-0.7890033054379655,52.0,-0.024400239916220815,0.5947101591906624,-1.4375780294712606
1820,tema,4,ema,167,state,cross,58.0,-0.008705621316916682,0.8326273148743577,-0.5330181958004152,57.0,-0.019226375590185713,0.671582507281974,-1.1715598950270438
1821,hull,9,tema,198,13.5,state,46.0,0.03508509388775179,3.1847002089178407,2.3726771484838505,42.0,-0.002763020929068566,0.9390333649197393,-0.15139941152947076
1822,wma,26,linreg,178,state,off,43.0,0.0021133808044925925,1.037464713994874,0.09267945030877148,48.0,-0.0004628664529475342,0.9908891282059623,-0.0232875064003415
1823,hull,10,hull,204,17.5,state,49.0,0.02352111256483173,1.7413342811812023,1.3686735423664953,46.0,0.021085846347834843,1.5984644369209329,1.1687577814820833
1824,ema,19,dema,192,10.5,off,17.0,0.0670625930547791,3.796496585029696,2.0111084382130353,21.0,0.039954726185693686,2.01529976562544,1.2579621251962099
1825,ema,59,sma,187,12.0,cross,5.0,-0.08649530612152007,0.006550896912925099,-1.789574460064467,8.0,0.04523965619831015,2.8767367756467657,0.9715029805515044
1826,tema,5,tema,165,state,state,62.0,0.037205226194203224,2.7072649458892073,2.620706242010975,54.0,0.000970246670607155,1.0214146933781294,0.06052030013133907
1827,ema,12,hull,175,15.0,off,40.0,-0.0020269647800710672,0.9631068038290387,-0.08853986234791913,29.0,-0.01816159365943675,0.7392032365153947,-0.6484401962567542
1828,tema,3,wma,232,state,cross,60.0,-0.010301117972040712,0.8023384186836802,-0.6436338334512854,59.0,-0.01796903911936073,0.6788513103543251,-1.1523682346695407
1829,hull,59,sma,185,14.5,off,10.0,-0.014936205805235242,0.795790441901917,-0.2835985542770861,15.0,-0.05176027023805114,0.3272152386976937,-1.5012632779241513
1830,hull,4,tema,214,8.5,state,39.0,0.03184594833882467,2.762487842609533,1.9706451336199151,39.0,-0.006473435793647435,0.8570168952991132,-0.36560024079667014
1831,tema,5,sma,164,state,cross,58.0,-0.006404976054101439,0.8711526388890674,-0.3907708788920334,58.0,-0.020221128364721095,0.6563138400009858,-1.2541352891853856
1832,dema,5,wma,201,state,cross,57.0,-0.006246956144814551,0.8760893533492338,-0.3736438469895298,58.0,-0.028813119093464762,0.5517875441706647,-1.7751074885732578
1833,hull,2,tema,220,state,cross,63.0,0.02642253735571673,1.9183341041270052,1.8419163566832322,58.0,-0.012373592531984756,0.7470062872632083,-0.8562069803495493
1834,wma,57,dema,189,12.5,off,9.0,5.488267676966801e-05,1.0008422339998087,0.0009754257771284645,15.0,0.03674918505715738,2.433206554758094,1.1228126309756599
1835,dema,51,tema,191,10.0,cross,16.0,0.024461734397150253,2.0217032244520383,0.8479175525162541,17.0,-0.020394026276854146,0.6825692356657126,-0.6008181547205461
1836,sma,2,tema,205,state,cross,60.0,0.04323106607815083,3.037312631278281,2.931526092464755,54.0,-0.004810457661418065,0.9044968878711619,-0.28813873070467316
1837,tema,6,tema,173,state,cross,62.0,0.038801617717896086,2.895235486912015,2.7382397820757562,53.0,0.0022300596924003115,1.0500180912560013,0.1369837421972153
1838,hull,52,wma,180,9.5,off,15.0,0.004213990145168236,1.0876091678915465,0.11410252344622641,13.0,-0.04455413536260547,0.39471954685518856,-1.1712847827555075
1839,sma,54,wma,194,state,off,40.0,-0.019263944932620382,0.6933192896310155,-0.8525589605047234,40.0,-0.056377694485084465,0.36470601434888905,-2.5333252219398465
1840,tema,36,wma,182,state,cross,47.0,-0.030246646468717976,0.5760150542449097,-1.4844998513524277,51.0,-0.0383367424177668,0.43316956594588685,-2.2180743120171584
1841,sma,4,tema,163,state,state,57.0,0.03724281498689205,2.555580706538978,2.4100829760661484,52.0,-0.001549967482223358,0.9690567124019033,-0.08717959127476935
1842,hull,11,tema,203,14.0,state,45.0,0.029661400705632168,2.259455432053798,1.7909185994539727,40.0,-0.008457485093900142,0.8257091274099484,-0.4513985805325864
1843,hull,23,dema,177,17.0,off,35.0,0.01150764762626552,1.23432616577981,0.4639011953056343,37.0,-0.008568426230135828,0.8548183960839434,-0.36213733382789576
1844,dema,6,linreg,162,13.0,state,44.0,0.017638657174052108,1.6743525135751602,1.1042498442516817,39.0,0.006849733058510304,1.1861952423818816,0.38544315069608076
1845,dema,4,tema,211,state,cross,59.0,0.03581856909162867,2.5294126781924833,2.4226195435002498,54.0,-0.004256115792578466,0.9145620783647864,-0.2556180799202613
1846,hull,5,tema,560,9.0,state,37.0,0.034875917422175814,2.2578265708644247,1.791907171522718,35.0,-0.001638331204989306,0.9633096222689287,-0.082801355833443
1847,sma,2,tema,234,state,state,59.0,0.0380559128961874,2.556973759792086,2.5053868491457205,54.0,-0.002607738625420805,0.9452224296579795,-0.15770143639231415
1848,wma,5,tema,172,state,state,56.0,0.041184522733140945,2.6902655970807547,2.5819830137456363,53.0,0.0038189421472510712,1.0825854233382568,0.22145259525926322
1849,hull,2,hull,207,state,state,64.0,0.02462881122682995,1.839238974725812,1.7400617022689604,60.0,-0.0016411983962400921,0.9620220577653641,-0.1133662318139498
1850,hull,18,wma,198,11.5,cross,25.0,0.016182925666559992,1.4242641558937432,0.6161070834572415,26.0,-0.012384576584132818,0.8012729805686121,-0.4482053504743476
1851,linreg,37,ema,186,16.5,state,18.0,0.0033191620428241475,1.0830703364324021,0.11346161536805537,22.0,-0.049701312715945994,0.35370695025025334,-1.8410860081637643
1852,sma,5,hull,168,state,state,57.0,0.015865810362890927,1.412956588588617,0.9477712996482568,54.0,0.0011798310807338628,1.0242856345554856,0.06696053832548078
1853,tema,25,sma,195,18.5,off,22.0,0.010596080447402827,1.2464417760956525,0.3600935176868768,24.0,-0.011577618854764146,0.8011112323743019,-0.4003793472490363
1854,hull,6,hull,220,17.5,cross,49.0,0.02932629613749042,2.141762790631886,1.8087411639420743,48.0,0.005390474874118176,1.1372619830736992,0.3258222757971209
1855,hull,10,tema,176,10.0,state,41.0,0.0384057769745024,3.591411256766019,2.4092592209272823,36.0,-0.005592142285918301,0.8683791763132213,-0.29801233914570124
1856,linreg,24,linreg,195,16.0,cross,30.0,0.015033389751663805,1.4084449263530794,0.6447891171299287,31.0,-0.021629653336451768,0.6889019943742157,-0.8345482592529619
1857,tema,4,tema,156,state,cross,62.0,0.026967498173338496,2.0446838109319305,1.9287533852891154,53.0,-0.004718136249144688,0.9034778701720562,-0.2926160178503911
1858,sma,5,tema,211,state,state,53.0,0.012962802430949735,1.3379793671729587,0.7521616464945426,53.0,-0.007802706134806017,0.8568073291885825,-0.4377048329271091
1859,tema,3,tema,158,state,cross,62.0,0.025688133057147153,1.9497110443129593,1.8249771024528483,54.0,-0.0050977100121851705,0.8947691848641798,-0.32195990546692116
1860,wma,57,linreg,185,12.5,off,10.0,0.0772930756423654,4.978844119307381,1.8165305468721762,11.0,-0.0017628548754798148,0.9504374319243054,-0.04902375376692305
1861,ema,11,tema,176,11.0,cross,31.0,0.001371958460764325,1.0322398885026303,0.06002184836875002,24.0,-0.0395713375368737,0.39036895690061585,-1.6712227974118876
1862,tema,30,hull,195,state,cross,53.0,0.009997898395656006,1.2432633815089562,0.5795231117913215,50.0,0.002810817581827679,1.0559973226468622,0.14874148654037447
1863,sma,3,linreg,222,state,state,56.0,0.028085088860393504,1.9148280432015972,1.7273591745731962,52.0,-0.010638606030383836,0.805624231046084,-0.5955349601632783
1864,dema,60,dema,186,12.0,off,10.0,0.03702788694815056,1.9119465086324998,0.7532212168555666,14.0,0.03852106867779172,2.386800872332687,1.098694660095552
1865,sma,2,tema,166,state,state,61.0,0.04491773279692493,3.453046887888107,3.1919189979924982,53.0,0.006635031829490247,1.151704700652857,0.39892016450419293
1866,sma,3,hull,208,state,state,58.0,0.022733202849745508,1.7398264209221177,1.466703202204052,53.0,0.008033267515546604,1.1736307257263185,0.45662806768226305
1867,sma,42,tema,183,19.0,state,10.0,0.048749789133629366,2.0661819218064603,0.9554682297074488,17.0,0.016449228565606197,2.1520439601449737,0.80841063178162
1868,sma,3,tema,206,state,cross,58.0,0.04062690426947209,2.7694587207526484,2.663315080503776,54.0,-0.005214955325721636,0.9040652271172682,-0.292657901692409
1869,sma,37,ema,193,state,off,40.0,-0.02998948524060497,0.6153589616009313,-1.2274892854940815,40.0,-0.04213468412522801,0.46777126245500816,-1.8727195535008363
1870,ema,29,hull,179,state,state,48.0,0.025312376294701452,1.649237232687199,1.292051201487645,50.0,0.005400543899973196,1.117951647462459,0.29599212673367836
1871,sma,5,linreg,169,state,state,54.0,0.002628285101278901,1.0597040225510221,0.15440580686112054,50.0,0.0007878070468883162,1.016120892338166,0.04287891922986808
1872,wma,16,dema,198,state,off,46.0,-0.013068924318542766,0.8073994417244805,-0.5724269381944592,51.0,-0.011759647158697973,0.7889608452704526,-0.617162358064481
1873,sma,3,tema,158,state,state,59.0,0.044105199332861174,3.0761393395619105,2.9265318148855624,53.0,0.005390530803623666,1.1171980325694264,0.31088450212576757
1874,ema,7,hull,174,14.5,state,48.0,0.011186328114892638,1.3021442243014165,0.6527924386627652,34.0,0.009681487813205596,1.2100867117909846,0.426450400197224
1875,ema,3,sma,221,8.0,state,20.0,0.01099586292763716,1.2347825500947347,0.36216742716933925,21.0,-0.02007945932503434,0.6880818120872011,-0.6966915893997856
1876,sma,2,ema,204,15.5,cross,33.0,-0.007947864196601264,0.8379243367465002,-0.36699215890354164,30.0,-0.00484534436652659,0.9011672010524606,-0.21808157510830306
1877,sma,2,tema,159,state,state,61.0,0.045174655119286915,3.502186202403402,3.214985142183924,54.0,0.006277228945260012,1.1442539784915715,0.3835468716744996
1878,sma,6,tema,173,state,state,53.0,0.024923359000604304,1.7436518068213056,1.4423631463469277,51.0,0.0003372663837786992,1.0069153976394578,0.01875045680611893
1879,wma,2,sma,201,14.0,state,36.0,0.015134429425282888,1.455160778619267,0.7918364116531817,26.0,-0.005758480459356258,0.8847301350894933,-0.2509311370775772
1880,sma,53,dema,186,13.5,cross,11.0,0.04564050479984405,2.074768718701567,0.9670449278690154,13.0,0.011150054870503913,1.615670551993275,0.43102437120302306
1881,sma,4,tema,172,state,state,56.0,0.038454245248233196,2.615941796758553,2.468087920330515,51.0,-0.0008213851834323555,0.9833092095357631,-0.04589584065224798
1882,dema,5,linreg,196,state,off,53.0,0.005504646993051079,1.1113529744565207,0.2820477985282054,50.0,0.010226343092100115,1.2080341138990378,0.5093546441788647
1883,sma,3,tema,211,state,state,58.0,0.04062690426947209,2.7694587207526484,2.663315080503776,54.0,-0.006317303926081389,0.884527945971844,-0.35429743417962883
1884,sma,2,tema,226,state,state,59.0,0.037987888062701564,2.5498772320083005,2.4988398590115093,54.0,-0.005270427571463852,0.8948052755997382,-0.31514608620645723
1885,tema,2,tema,157,state,state,63.0,0.021922903452452017,1.8142223149759058,1.6172829318635622,56.0,-0.007814737532282045,0.8425599827676437,-0.5044852053756654
1886,sma,4,tema,181,state,state,56.0,0.03885859068891136,2.6611591164702455,2.497941329488319,51.0,2.8833021373305652e-05,1.0005961958313394,0.0016154301582113665
1887,hull,21,sma,193,state,off,43.0,-0.03681767910716123,0.5244322259158701,-1.629775272155943,45.0,-0.043035287291684474,0.4629478318157364,-2.0301803924086324
1888,sma,3,tema,246,state,state,56.0,0.019773233041489306,1.5534696964185508,1.1621782613762703,56.0,-0.0043569016666872105,0.9151287836754924,-0.25509809528173855
