draw,cost_rt,slip,R_res,R_lck
332,0.519231582203451,0.008065280848513979,-0.0795701449190234,0.13422622722603572
333,0.23294820809089867,0.04602437412258059,-0.023790823194355683,0.15505010674975733
334,0.5597578694477304,0.024828113144291467,-0.09759264292385435,0.12306168909989743
335,0.27823169920525137,0.011166823654959301,-0.01010251172760986,0.1760902991135447
336,0.5364649374133497,0.040003736236696556,-0.10462581842203059,0.10321984140139084
337,0.24435416345475142,0.0884092579637027,-0.04366572558852538,0.13604939688171486
338,0.39058688060952235,0.08862745735770022,-0.08539271979227175,0.11056749577611963
339,0.25567194642664215,0.04213861405862476,-0.024078530771064796,0.1520271678244336
340,0.3505666700178205,0.047041804297295375,-0.05820357295915589,0.13416153980402606
341,0.5179411415546372,0.09305500731309713,-0.12323861986502678,0.08738047499068412
342,0.5084814292402798,0.06663525578578651,-0.11103128523207391,0.0952749173020024
343,0.5660474953716398,0.01768634454734457,-0.09682696301937571,0.12364972402697907
344,0.1751369129504745,0.021941033031210668,0.015710939811292776,0.1915919793129085
345,0.26179654150077586,0.006725507813308074,-0.0035066066954840954,0.18010856251278481
346,0.4722926448586798,0.035890971833987706,-0.08450762284639059,0.1358220990723886
347,0.268903685293333,0.09372608391198767,-0.05268940258508937,0.13048085998925849
348,0.454729733849883,0.0912281783197823,-0.10460378558546853,0.09879568554842429
349,0.36031123034693785,0.046254547068390654,-0.06071858320507673,0.13264404887396486
350,0.2182195493814388,0.07507986984673351,-0.031025722040335865,0.14388910764773336
351,0.5325128191069408,0.05794521647282011,-0.11478409435661661,0.0996563669749726
352,0.20826686918984125,0.02538904203239564,0.0046543223361093615,0.18488262284058704
353,0.5536859059579449,0.05190999405632694,-0.11869949371702782,0.09737444191975335
354,0.5879432897666168,0.04178609170565842,-0.12019711963430595,0.09375398461273465
